Menu Item Name,Family Group,Major Group,Qty Sold
X IND T STEAK,FOOD,FOOD,217
ESP CAPPCINO L,BEVERAGES,BEVERAGES,216
Q GRND SIRLN,FOOD,FOOD,216
OR DRM MACHN S,BEVERAGES,BEVERAGES,215
SOY BST,BEVERAGES,BEVERAGES,214
RAZZMATAZZ L,BEVERAGES,BEVERAGES,212
HAM GRILLED,BREAKFAST,FOOD,211
CHEF SPL S.E. 1,ENTREES,FOOD,210
ORANGE JCE S,BEVERAGES,BEVERAGES,209
SWIRL JAVIVA M,BEVERAGES,BEVERAGES,209
ALOHA PNPL L,BEVERAGES,BEVERAGES,207
3 EGGS STEAMED,BREAKFAST,FOOD,206
BROWNIE,FOOD,FOOD,205
ICD GRN T LATT M,BEVERAGES,BEVERAGES,203
EMPL BOWL SM,EMPLOYEE MEALS,EMPL MEALS,198
X RASPBRY SCE,TOPPINGS,FOOD,198
POM PARIDISE L,BEVERAGES,BEVERAGES,197
ACAI ANTIOX L,BEVERAGES,BEVERAGES,194
SPECIAL 2 TP,FOOD,FOOD,190
PRO BERY WHEY S,BEVERAGES,BEVERAGES,188
Q BRISKET,FOOD,FOOD,188
STRWBS WILD L,BEVERAGES,BEVERAGES,184
PIE CREAM,PREPACKAGED,FOOD,182
GUMBO CHICKEN,FOOD,FOOD,180
M.R.E. FLEX LUNCH,ACADEMIC YEAR,BOARD OPS,180
QUESAD STEAK,FOOD,FOOD,180
PECAN PIE,DESSERTS,FOOD,179
GRN T JAVIVA M,BEVERAGES,BEVERAGES,178
TUB CRM CHZ PLN,BREAKFAST,FOOD,176
STRWB WHIRL L,BEVERAGES,BEVERAGES,170
COOKIES N CRM L,BEVERAGES,BEVERAGES,169
T SLD STEAK,FOOD,FOOD,169
BAK PEANT BTR PIE,FOOD,FOOD,168
ORANGE JCE M,BEVERAGES,BEVERAGES,167
EMPL S G COMBO,EMPLOYEE MEALS,EMPL MEALS,166
MATCHO GN TEA L,BEVERAGES,BEVERAGES,163
HONEY FLAV,BEVERAGES,BEVERAGES,162
NACHO GRND SIRL,FOOD,FOOD,162
3 T VEGETARIAN,FOOD,FOOD,161
PRO BERY WHEY L,BEVERAGES,BEVERAGES,160
APPL N GRNS L,BEVERAGES,BEVERAGES,159
WHOLE LOAF BRD,BREADS,FOOD,158
CHIA SEED BST,BEVERAGES,BEVERAGES,157
ICD GRN T LATT L,BEVERAGES,BEVERAGES,156
ORANGE C BSTR L,BEVERAGES,BEVERAGES,154
X BRISKET,FOOD,FOOD,154
EMP CHPS QUESO,EMPLOYEE MEALS,EMPL MEALS,152
NACHO VEGTARIAN,FOOD,FOOD,150
GREEK YOGRT BST,BEVERAGES,BEVERAGES,149
OR DRM MACHN L,BEVERAGES,BEVERAGES,148
ADD ON CHICKEN,ENTREES,FOOD,147
EMPL SMTHE S,EMPLOYEE MEALS,EMPL MEALS,147
RASPBERY FLAV,BEVERAGES,BEVERAGES,147
EMP QUESADLLA,EMPLOYEE MEALS,EMPL MEALS,146
PEANT BTR MD L,BEVERAGES,BEVERAGES,142
AMAZING GRNS S,BEVERAGES,BEVERAGES,141
HAMACHI NIGIRI,ENTREES,FOOD,140
GINGR SWT POTAO,SIDES,FOOD,139
3 T PORK,FOOD,FOOD,136
PCH PERFCTION L,BEVERAGES,BEVERAGES,135
EMPL. DINNER,EMPLOYEE MEALS,EMPL MEALS,134
Q PORK,FOOD,FOOD,133
SF HAZLNT FLAV,BEVERAGES,BEVERAGES,132
ESP AMERCNO M,BEVERAGES,BEVERAGES,131
EMPL SLD PROTEIN,EMPLOYEE MEALS,EMPL MEALS,130
PB CHOC LOVE L,BEVERAGES,BEVERAGES,130
STAFF BRKFST CDR,ACADEMIC YEAR,BOARD OPS,130
ALBACORE TUNA,SANDWICHES,FOOD,129
GRILLED MAHI,ENTREES,FOOD,129
OR CAR KARMA M,BEVERAGES,BEVERAGES,129
QUESAD CHEESE,FOOD,FOOD,129
3 T BRISKET,FOOD,FOOD,125
BERRY UPBEET L,BEVERAGES,BEVERAGES,122
4 CHZ TOMATO,SANDWICHES,FOOD,120
SIMPLE FLAV,BEVERAGES,BEVERAGES,119
T SLD VEGETRN,FOOD,FOOD,119
ADD GELATO,ICE CREAM,FOOD,118
BRUEG DESRT BAR,DESSERTS,FOOD,117
ADD ON SHRIMP,ENTREES,FOOD,114
CHILI LIM SALMN,ENTREES,FOOD,114
EMP TACOS,EMPLOYEE MEALS,EMPL MEALS,114
EMP DESSERT,EMPLOYEE MEALS,EMPL MEALS,113
GRILL SPECIAL 2,ENTREES,FOOD,111
SEASONAL 1  L,BEVERAGES,BEVERAGES,108
HALF DOZEN,BREAKFAST,FOOD,106
OR CAR KARMA S,BEVERAGES,BEVERAGES,106
TUB CRM CHZ VTY,BREAKFAST,FOOD,106
DOUBL ESPRSO,BEVERAGES,BEVERAGES,103
ICED AMERCNO M,BEVERAGES,BEVERAGES,103
ORANGE JCE L,BEVERAGES,BEVERAGES,102
PRO BRY SOY M,BEVERAGES,BEVERAGES,102
HUMMUS BGL,BREAKFAST,FOOD,101
CHAI JAVIVA M,BEVERAGES,BEVERAGES,100
KALE RB BREEZ L,BEVERAGES,BEVERAGES,100
GRN T JAVIVA L,BEVERAGES,BEVERAGES,94
ICED AMERCNO L,BEVERAGES,BEVERAGES,92
OJ CARROT S,BEVERAGES,BEVERAGES,92
PNUT BUTTR BGL,BREAKFAST,FOOD,91
SWIRL JAVIVA L,BEVERAGES,BEVERAGES,88
EMP SIDE,EMPLOYEE MEALS,EMPL MEALS,87
MAMAS MEATLF,ENTREES,FOOD,84
EMPL. LUNCH,EMPLOYEE MEALS,EMPL MEALS,83
NACHO BRISKET,FOOD,FOOD,83
TURKEYSTRAMI,SANDWICHES,FOOD,83
CAFE AU LAIT M,BEVERAGES,BEVERAGES,82
CAJUN RICE,SIDES,FOOD,82
CITRS SWT POTATO,SIDES,FOOD,81
CHEESE GRITS,SIDES,FOOD,80
ORNG BRRY ANTX S,BEVERAGES,BEVERAGES,79
BRD GARDN VEGG,SANDWICHES,FOOD,77
GRN TEA LATE L,BEVERAGES,BEVERAGES,72
GUMBO VEGETARN,FOOD,FOOD,72
IND BRISKET,FOOD,FOOD,72
SAHALE SNACK MIX,PREPACKAGED,RETAIL,72
STAFF DNNR CDR,ACADEMIC YEAR,BOARD OPS,72
TRPCL KICKSTRT S,BEVERAGES,BEVERAGES,72
RED SKIN POTATOS,BREAKFAST,FOOD,71
PRO BRY SOY S,BEVERAGES,BEVERAGES,70
EXTR VEGGIES,TOPPINGS,FOOD,68
PRIMO PESTO,SANDWICHES,FOOD,68
EMP 1 TACO,EMPLOYEE MEALS,EMPL MEALS,67
ALMOND FLAV,BEVERAGES,BEVERAGES,65
EMPL JUICE 16,EMPLOYEE MEALS,EMPL MEALS,62
TP BRD BOWL,BREADS,FOOD,62
GRNS N GNGR L,BEVERAGES,BEVERAGES,61
PORK/MUSHRM SC,ENTREES,FOOD,61
T SLD GRND SIRL,FOOD,FOOD,61
CRVD STRP LOIN,ENTREES,FOOD,60
X IND T CHICKEN,FOOD,FOOD,60
TACO CHICKEN,FOOD,FOOD,58
HARVEST TURKY,SANDWICHES,FOOD,55
AMAZING GRNS L,BEVERAGES,BEVERAGES,53
EXTRASALMON,TOPPINGS,FOOD,53
KALE OR PWR S,BEVERAGES,BEVERAGES,53
BGL EGG SALAD,SANDWICHES,FOOD,52
ICED CAPP M,BEVERAGES,BEVERAGES,51
SINGL ESPRSO,BEVERAGES,BEVERAGES,51
X TOPPING TP,TOPPINGS,FOOD,51
ESP AMERCNO L,BEVERAGES,BEVERAGES,49
ORANGE JUICE 12 OZ,BEVERAGES,BEVERAGES,49
EMP CUP SOUP,EMPLOYEE MEALS,EMPL MEALS,48
FOUNTN DISCNT Q,BEVERAGES,BEVERAGES,48
WRAP ADD ON,BREAKFAST,FOOD,48
BGL CHIX BREAST,SANDWICHES,FOOD,46
EMP SIGN SAND,EMPLOYEE MEALS,EMPL MEALS,46
ICED ESPRESSO,BEVERAGES,BEVERAGES,45
3 BAGELS,BREAKFAST,FOOD,44
ADD ON BEEF,ENTREES,FOOD,44
TEPANKI TUNA,ENTREES,FOOD,44
BAKERS DOZEN,BREAKFAST,FOOD,43
CHAI JAVIVA L,BEVERAGES,BEVERAGES,43
ESPRSO JAVIVA M,BEVERAGES,BEVERAGES,43
OR CAR KARMA L,BEVERAGES,BEVERAGES,43
PUMPKIN SEED BST,BEVERAGES,BEVERAGES,42
NACHO PORK,FOOD,FOOD,41
OJ CARR0T M,BEVERAGES,BEVERAGES,41
MAQUE CHOUX,SIDES,FOOD,40
ORNG BRRY ANTX M,BEVERAGES,BEVERAGES,40
PB N J BGL,BREAKFAST,FOOD,40
QUESAD PORK,FOOD,FOOD,39
LEAN BALNCE BST,BEVERAGES,BEVERAGES,38
MAPLE FLAV,BEVERAGES,BEVERAGES,38
T SLD PORK,FOOD,FOOD,38
EMPL OATMEAL,EMPLOYEE MEALS,EMPL MEALS,36
OJ CARROT L,BEVERAGES,BEVERAGES,36
TRIPLE ESPRSO,BEVERAGES,BEVERAGES,36
KALE OR PWR M,BEVERAGES,BEVERAGES,35
SPCY ZCNI GRNBNS,SIDES,FOOD,35
3 T COMBO,FOOD,FOOD,33
BIG BGL BUNDLE,BREAKFAST,FOOD,33
COFE FR JAVIVA M,BEVERAGES,BEVERAGES,33
ESPRSO JAVIVA L,BEVERAGES,BEVERAGES,33
T SLD BRISKET,FOOD,FOOD,33
WHL TOMT/FIG,PIZZA,FOOD,33
CAFE AU LAIT L,BEVERAGES,BEVERAGES,32
APPLE CRISP,DESSERTS,FOOD,31
EMP CHIP,EMPLOYEE MEALS,EMPL MEALS,31
KALE OR PWR 12,BEVERAGES,BEVERAGES,31
BAGLE BUNDLE,BREAKFAST,FOOD,29
FOUNTN W DISCNT,BEVERAGES,BEVERAGES,29
ICED CAPP L,BEVERAGES,BEVERAGES,29
2 T COMBO,FOOD,FOOD,28
TRPCL KICKSTRT M,BEVERAGES,BEVERAGES,28
OR BRY ANTIOX 12,BEVERAGES,BEVERAGES,27
SURF N TURF,ENTREES,FOOD,27
TRPICAL KICKSTRT 12,BEVERAGES,BEVERAGES,27
WHITE GUMMI M,BEVERAGES,BEVERAGES,27
EMP SALAD,EMPLOYEE MEALS,EMPL MEALS,26
TEPANKI VEGGE,ENTREES,FOOD,26
TRPCL KICKSTRT L,BEVERAGES,BEVERAGES,26
AU GRATIN POTAO,SIDES,FOOD,25
QUESAD GR SIRL,FOOD,FOOD,25
STRW ENERGZR M,BEVERAGES,BEVERAGES,25
MACAROON,DESSERTS,FOOD,24
TEPANKI TOFU,ENTREES,FOOD,24
BREW 4 CREW,BREAKFAST,BEVERAGES,23
PEACH MANGO M,BEVERAGES,BEVERAGES,23
CRM CHEEZ SIDE,BREAKFAST,FOOD,22
TOFU GRL CITRUS,ENTREES,FOOD,22
PRO BRY SOY L,BEVERAGES,BEVERAGES,21
EMP GUMBO,EMPLOYEE MEALS,EMPL MEALS,20
WHL 5 CHEEZ,PIZZA,FOOD,20
QUESAD BRISKET,FOOD,FOOD,19
CARROT S,BEVERAGES,BEVERAGES,18
EMP BOWL SOUP,EMPLOYEE MEALS,EMPL MEALS,18
EMP CHPS GUAC,EMPLOYEE MEALS,EMPL MEALS,18
KLEAN KANTN FLEX,BEVERAGES,BEVERAGES,18
ORNG BRRY ANTX L,BEVERAGES,BEVERAGES,18
SPECIAL MUFFIN,DESSERTS,FOOD,18
WHITE GUMMI S,BEVERAGES,BEVERAGES,18
TRIPL REVITLZR S,BEVERAGES,BEVERAGES,17
BRKFST HAM,BREAKFAST,FOOD,16
OR/CAROT JUCE 12,BEVERAGES,BEVERAGES,16
RED GUMMI M,BEVERAGES,BEVERAGES,16
FRUITY ROCKS M,BEVERAGES,BEVERAGES,15
TACO STEAK,FOOD,FOOD,15
X T IND GSIRLOIN,FOOD,FOOD,15
EMP BGL W/SPRD,EMPLOYEE MEALS,EMPL MEALS,14
GUMBO STEAK,FOOD,FOOD,14
WHL CHX PESTO,PIZZA,FOOD,14
GRN TO GO FLEX,RETAIL,RETAIL,13
PREM SPREADS,TOPPINGS,FOOD,13
EMP CHPS SALSA,EMPLOYEE MEALS,EMPL MEALS,12
EMPL XTRA TOPPIN,EMPLOYEE MEALS,EMPL MEALS,12
TRIPL REVITZR 12,BEVERAGES,BEVERAGES,12
X SHRD BEEF,FOOD,FOOD,12
BRD EGG SALAD,SANDWICHES,FOOD,11
COFE FR JAVIVA L,BEVERAGES,BEVERAGES,11
KALE OR PWR L,BEVERAGES,BEVERAGES,11
PUTTANESCA,PASTA,FOOD,11
R2G SINGLE,BEVERAGES,BEVERAGES,11
SMKD SALMN EGG B,SANDWICHES,FOOD,11
1872 RST CHIX,ENTREES,FOOD,10
CHOC MOO'D  M,BEVERAGES,BEVERAGES,10
EMP ENTRE SLD,EMPLOYEE MEALS,EMPL MEALS,10
GUMBO BRISKET,FOOD,FOOD,10
GUMBO GR SIRLN,FOOD,FOOD,10
TACO GRND SIRL,FOOD,FOOD,10
TRIPL REVITLZR M,BEVERAGES,BEVERAGES,10
X T IND PORK,FOOD,FOOD,10
ADD CHICKEN,PASTA,FOOD,9
BANANABRY M,BEVERAGES,BEVERAGES,9
BANANABRY S,BEVERAGES,BEVERAGES,9
STAFF LUNCH CDR,ACADEMIC YEAR,BOARD OPS,9
WHL PEPPRNI,PIZZA,FOOD,9
ALMD/CASHUMILK,BEVERAGES,BEVERAGES,8
SNDRD TOM SPRD,TOPPINGS,FOOD,8
TACO PORK,FOOD,FOOD,8
TACO VEGETARIN,FOOD,FOOD,8
CARROT 12 OZ,BEVERAGES,BEVERAGES,7
CHEF SPL S.E. 3,ENTREES,FOOD,7
EMP X MEAT,EMPLOYEE MEALS,EMPL MEALS,7
HOPPIN JOHN,SIDES,FOOD,7
CHOC PROTEIN S,BEVERAGES,BEVERAGES,6
EMP BGL HUMMUS,EMPLOYEE MEALS,EMPL MEALS,6
FRUITY ROCKS L,BEVERAGES,BEVERAGES,6
KLEAN KANTN CASH,BEVERAGES,BEVERAGES,6
MADE W CREAM,BEVERAGES,BEVERAGES,6
PEACH MANGO S,BEVERAGES,BEVERAGES,6
PINK STAR M,BEVERAGES,BEVERAGES,6
SPECIAL 1 TP,FOOD,FOOD,6
TACO BRISKET,FOOD,FOOD,6
BANANABRY L,BEVERAGES,BEVERAGES,5
CARROT M,BEVERAGES,BEVERAGES,5
PEACH MANGO L,BEVERAGES,BEVERAGES,5
RED GUMMI L,BEVERAGES,BEVERAGES,5
STRBRY BLU BN M,BEVERAGES,BEVERAGES,5
TRIPL REVITLZR L,BEVERAGES,BEVERAGES,5
12 & UNDER L,ACADEMIC YEAR,BOARD OPS,4
GUMBO PORK,FOOD,FOOD,4
HONEY PORK LOIN,ENTREES,FOOD,4
PINK STAR S,BEVERAGES,BEVERAGES,4
RED GUMMI S,BEVERAGES,BEVERAGES,4
SPECL PASTA SLD,SALAD,FOOD,4
STRBRY BLU BN S,BEVERAGES,BEVERAGES,4
SUTHRN SUCATSH,SIDES,FOOD,4
BAK CHOC MOUSSE,FOOD,FOOD,3
CARROT L,BEVERAGES,BEVERAGES,3
CHOC MOO'D S,BEVERAGES,BEVERAGES,3
ORANGE A PEEL S,BEVERAGES,BEVERAGES,3
SG CHIX PASTA SLD,PREPACKAGED,FOOD,3
SOUR GUMMI S,BEVERAGES,BEVERAGES,3
SPECIAL 4 TP,FOOD,FOOD,3
STRW ENERGZR L,BEVERAGES,BEVERAGES,3
WHITE GUMMI L,BEVERAGES,BEVERAGES,3
WONDRFL PISTCH,PREPACKAGED,FOOD,3
5 FRUIT FRENZY M,BEVERAGES,BEVERAGES,2
BOWL SPECIAL,ENTREES,FOOD,2
CHOC MOO'D L,BEVERAGES,BEVERAGES,2
FRUITY ROCKS S,BEVERAGES,BEVERAGES,2
ORANGE A PEEL M,BEVERAGES,BEVERAGES,2
PCH PLEASURE M,BEVERAGES,BEVERAGES,2
PENYA KOLDA M,BEVERAGES,BEVERAGES,2
SOBA GNG,PREPACKAGED,FOOD,2
SOUR GUMMI M,BEVERAGES,BEVERAGES,2
SPECL CHEF SOUP,SOUPS/ STEWS,FOOD,2
SPECL SIDE SLD,SALAD,FOOD,2
TANDOORI CHIX,ENTREES,FOOD,2
5 FRUIT FRENZY S,BEVERAGES,BEVERAGES,1
DAULPHIN POTATOS,SIDES,FOOD,1
GARLIC PARM,PASTA,FOOD,1
GNGRBRD FLAV,BEVERAGES,BEVERAGES,1
GRILL SPECIAL 1,ENTREES,FOOD,1
GRN TO GO CASH,RETAIL,RETAIL,1
LOW COUNTRY BOIL,ENTREES,FOOD,1
ORANGE A PEEL L,BEVERAGES,BEVERAGES,1
PCH PLEASURE L,BEVERAGES,BEVERAGES,1
PCH PLEASURE S,BEVERAGES,BEVERAGES,1
PENYA KOLDA L,BEVERAGES,BEVERAGES,1
PENYA KOLDA S,BEVERAGES,BEVERAGES,1
PERUVIAN CHIX,ENTREES,FOOD,1
POM PIK ME UP M,BEVERAGES,BEVERAGES,1
POM PIK ME UP S,BEVERAGES,BEVERAGES,1
SCALOP POTATO,SIDES,FOOD,1
SEASNL SPEC. CRP,DESSERTS,FOOD,1
SG RASP CHIX GNG,PREPACKAGED,FOOD,1
SHAKE POTATOES,RETAIL,RETAIL,1
SLD PANZENLLA,SALAD,FOOD,1
STRBRY BLU BN L,BEVERAGES,BEVERAGES,1
VINDALOO RICE,SIDES,FOOD,1
REFUND,MISC,MISC,-1
REFUND,MISC,MISC,-7
TOTAL*,,,"1,418,988"
