Menu Item Name,Family Group,Major Group,Qty Sold
WHIP EXTRAS,BEVERAGES,BEVERAGES,291
Q PORK,FOOD,FOOD,289
QUESAD PORK,FOOD,FOOD,289
ESP AMERCNO M,BEVERAGES,BEVERAGES,288
SOY BST,BEVERAGES,BEVERAGES,288
SPECIALTY BREAD,BREADS,FOOD,283
POM PARIDISE L,BEVERAGES,BEVERAGES,281
GRN T JAVIVA M,BEVERAGES,BEVERAGES,278
COCOA L,BEVERAGES,BEVERAGES,277
B SHRD BEEF,FOOD,FOOD,273
VIDLA POTATO,BREAKFAST,FOOD,272
AMAZING GRNS S,BEVERAGES,BEVERAGES,269
OR DRM MACHN S,BEVERAGES,BEVERAGES,268
PRO BERY WHEY L,BEVERAGES,BEVERAGES,266
EMPL BOWL SM,EMPLOYEE MEALS,EMPL MEALS,263
PNUT BUTTR BGL,BREAKFAST,FOOD,261
MANGO GO GO L,BEVERAGES,BEVERAGES,257
ICD GRN T LATT L,BEVERAGES,BEVERAGES,251
EMPL S G COMBO,EMPLOYEE MEALS,EMPL MEALS,244
ALOHA PNPL L,BEVERAGES,BEVERAGES,242
GRILLED SALMON,ENTREES,FOOD,242
HUMMUS BGL,BREAKFAST,FOOD,242
EXTRASALMON,TOPPINGS,FOOD,238
ORANGE JCE L,BEVERAGES,BEVERAGES,236
WHT CHOC FLAV,BEVERAGES,BEVERAGES,233
GUMBO CHICKEN,FOOD,FOOD,231
PEANT BTR MD S,BEVERAGES,BEVERAGES,231
STRWBS WILD L,BEVERAGES,BEVERAGES,231
SAUSAGE LINK,BREAKFAST,FOOD,228
SWIRL JAVIVA M,BEVERAGES,BEVERAGES,228
EMPL. LUNCH,EMPLOYEE MEALS,EMPL MEALS,227
MARSHMLW CHEW,DESSERTS,FOOD,224
DOUBL ESPRSO,BEVERAGES,BEVERAGES,220
ORNG BRRY ANTX S,BEVERAGES,BEVERAGES,219
EMP TACOS,EMPLOYEE MEALS,EMPL MEALS,216
KALE BST,BEVERAGES,BEVERAGES,216
PB CHOC LOVE L,BEVERAGES,BEVERAGES,216
ADD TOFU,ENTREES,FOOD,206
WONDRFL PISTCH,PREPACKAGED,FOOD,204
PEANUT BTR PIE,DESSERTS,FOOD,202
OR CAR KARMA S,BEVERAGES,BEVERAGES,201
COOKIES N CRM L,BEVERAGES,BEVERAGES,200
HAMACHI NIGIRI,ENTREES,FOOD,199
QUESAD SH BEEF,FOOD,FOOD,196
BRD TRK-HM-RBF,SANDWICHES,FOOD,195
ICED AMERCNO M,BEVERAGES,BEVERAGES,194
OR CAR KARMA M,BEVERAGES,BEVERAGES,189
HAM GRILLED,BREAKFAST,FOOD,188
KALE OR PWR S,BEVERAGES,BEVERAGES,187
ICED AMERCNO L,BEVERAGES,BEVERAGES,185
TP BRD BOWL,BREADS,FOOD,185
MACAROON,DESSERTS,FOOD,183
NACHO VEGTARIAN,FOOD,FOOD,183
SINGL ESPRSO,BEVERAGES,BEVERAGES,178
X GRND SIRLION,FOOD,FOOD,178
APPL N GRNS L,BEVERAGES,BEVERAGES,176
NQ BRISKET,FOOD,FOOD,170
T SLD STEAK,FOOD,FOOD,170
STRWB WHIRL L,BEVERAGES,BEVERAGES,169
MAPLE FLAV,BEVERAGES,BEVERAGES,167
RASPBERY FLAV,BEVERAGES,BEVERAGES,166
MATCHO GN TEA L,BEVERAGES,BEVERAGES,162
ORANGE C BSTR L,BEVERAGES,BEVERAGES,162
$$$ CADRE BRUNCH,SUMMER CADRE,BOARD OPS,160
SF HAZLNT FLAV,BEVERAGES,BEVERAGES,160
X PORK,FOOD,FOOD,159
T SLD VEGETRN,FOOD,FOOD,157
CAFE AU LAIT M,BEVERAGES,BEVERAGES,156
GUMBO VEGETARN,FOOD,FOOD,156
GREEK YOGRT BST,BEVERAGES,BEVERAGES,154
ORANGE JUICE 12 OZ,BEVERAGES,BEVERAGES,154
PRO BRY SOY M,BEVERAGES,BEVERAGES,152
PEACH MANGO M,BEVERAGES,BEVERAGES,151
BRD BLT,SANDWICHES,FOOD,148
TUB CRM CHZ PLN,BREAKFAST,FOOD,148
PREM SPREADS,TOPPINGS,FOOD,146
PCH PERFCTION L,BEVERAGES,BEVERAGES,145
WRAP ADD ON,BREAKFAST,FOOD,144
KALE RB BREEZ L,BEVERAGES,BEVERAGES,143
TEPANKI BEEF,ENTREES,FOOD,141
CORNBRD DRESSING,SIDES,FOOD,136
EMP CHPS QUESO,EMPLOYEE MEALS,EMPL MEALS,136
EMP GUMBO,EMPLOYEE MEALS,EMPL MEALS,136
OJ CARR0T M,BEVERAGES,BEVERAGES,135
BGLGARDN VEGG,SANDWICHES,FOOD,133
OR DRM MACHN L,BEVERAGES,BEVERAGES,133
TUB CRM CHZ VTY,BREAKFAST,FOOD,133
GRN T JAVIVA L,BEVERAGES,BEVERAGES,132
BERRY UPBEET L,BEVERAGES,BEVERAGES,130
PEANT BTR MD L,BEVERAGES,BEVERAGES,128
EMP SALAD,EMPLOYEE MEALS,EMPL MEALS,127
B BRISKET,FOOD,FOOD,124
CHAI JAVIVA M,BEVERAGES,BEVERAGES,123
ESP AMERCNO L,BEVERAGES,BEVERAGES,122
OJ CARROT S,BEVERAGES,BEVERAGES,120
PRO BRY SOY S,BEVERAGES,BEVERAGES,119
SPECIAL CUPCAKE,DESSERTS,FOOD,119
TRIPLE ESPRSO,BEVERAGES,BEVERAGES,118
Q BRISKET,FOOD,FOOD,116
3 T VEGETARIAN,FOOD,FOOD,115
AMAZING GRNS L,BEVERAGES,BEVERAGES,114
Q SHRD BEEF,FOOD,FOOD,111
TRPCL KICKSTRT S,BEVERAGES,BEVERAGES,111
GRN TEA LATE L,BEVERAGES,BEVERAGES,109
ESPRSO JAVIVA M,BEVERAGES,BEVERAGES,108
GRILLED MAHI,ENTREES,FOOD,108
GELATO/SORBE SM,ICE CREAM,FOOD,107
SWIRL JAVIVA L,BEVERAGES,BEVERAGES,106
EMP DESSERT,EMPLOYEE MEALS,EMPL MEALS,103
3 T PORK,FOOD,FOOD,102
EGGNOG,BEVERAGES,BEVERAGES,102
TEPANKI CHIX,ENTREES,FOOD,100
GRNS N GNGR L,BEVERAGES,BEVERAGES,99
KALE OR PWR M,BEVERAGES,BEVERAGES,99
MSHD SWEET POTATOS,SIDES,FOOD,97
X SHRD BEEF,FOOD,FOOD,96
MEATLOVERS,PIZZA,FOOD,95
WHEATGRASS 1 OZ,BEVERAGES,BEVERAGES,95
ADD STEAMD MLK,BEVERAGES,BEVERAGES,92
CHOC PROTEIN S,BEVERAGES,BEVERAGES,92
EMP SIGN SAND,EMPLOYEE MEALS,EMPL MEALS,92
EMP SIDE,EMPLOYEE MEALS,EMPL MEALS,91
OR BRY ANTIOX 12,BEVERAGES,BEVERAGES,86
PEACH MANGO S,BEVERAGES,BEVERAGES,86
T SLD GRND SIRL,FOOD,FOOD,86
BAGLE BUNDLE,BREAKFAST,FOOD,82
ORNG BRRY ANTX M,BEVERAGES,BEVERAGES,82
3 T SHRD BEEF,FOOD,FOOD,80
BAK CHOC MOUSSE,FOOD,FOOD,79
EMPL JUICE 16,EMPLOYEE MEALS,EMPL MEALS,78
TRIPL REVITLZR S,BEVERAGES,BEVERAGES,78
BAK PUMPKIN PIE,FOOD,FOOD,76
PB N J BGL,BREAKFAST,FOOD,76
GELATO/SORBE MD,ICE CREAM,FOOD,74
OJ CARROT L,BEVERAGES,BEVERAGES,74
CHILI MANGO M,BEVERAGES,BEVERAGES,73
MUSHRM/ONION,PIZZA,FOOD,73
SPECIAL 3 TP,FOOD,FOOD,73
TEPANKI SHRMP,ENTREES,FOOD,73
KALE OR PWR 12,BEVERAGES,BEVERAGES,72
OR CAR KARMA L,BEVERAGES,BEVERAGES,72
ORNG BRRY ANTX L,BEVERAGES,BEVERAGES,72
X IND T STEAK,FOOD,FOOD,71
SPECIAL 2 TP,FOOD,FOOD,70
BRD TUN SLD,SANDWICHES,FOOD,68
TRPCL KICKSTRT L,BEVERAGES,BEVERAGES,68
ANTIOX C&Z BST,BEVERAGES,BEVERAGES,63
CHAI JAVIVA L,BEVERAGES,BEVERAGES,63
EMP CUP SOUP,EMPLOYEE MEALS,EMPL MEALS,63
EMPL. DINNER,EMPLOYEE MEALS,EMPL MEALS,59
EMP 1 TACO,EMPLOYEE MEALS,EMPL MEALS,58
CAFE AU LAIT L,BEVERAGES,BEVERAGES,57
CHILI MANGO S,BEVERAGES,BEVERAGES,57
CHOC PROTEIN M,BEVERAGES,BEVERAGES,57
COFE FR JAVIVA M,BEVERAGES,BEVERAGES,57
BRD CHIX BREAST,SANDWICHES,FOOD,56
WHEATGRASS 2 OZ,BEVERAGES,BEVERAGES,56
BGL CHIX BREAST,SANDWICHES,FOOD,55
EMP CHIP,EMPLOYEE MEALS,EMPL MEALS,55
ESPRSO JAVIVA L,BEVERAGES,BEVERAGES,55
HALF DOZEN,BREAKFAST,FOOD,54
ALMOND FLAV,BEVERAGES,BEVERAGES,53
BAK PEANT BTR PIE,FOOD,FOOD,53
EMP BGL W/SPRD,EMPLOYEE MEALS,EMPL MEALS,52
MAKI SHRMP GNG,PREPACKAGED,FOOD,52
SPECIAL 1 TP,FOOD,FOOD,52
BAKERS DOZEN,BREAKFAST,FOOD,50
MAKI CALIF GNG,PREPACKAGED,FOOD,50
SIMPLE FLAV,BEVERAGES,BEVERAGES,50
TRPCL KICKSTRT M,BEVERAGES,BEVERAGES,50
MAKI SP TNA GNG,PREPACKAGED,FOOD,49
ICED CAPP M,BEVERAGES,BEVERAGES,48
PEACH MANGO L,BEVERAGES,BEVERAGES,48
NACHO SHRD BEEF,FOOD,FOOD,47
TRPICAL KICKSTRT 12,BEVERAGES,BEVERAGES,47
EMPL OATMEAL,EMPLOYEE MEALS,EMPL MEALS,46
SNDRD TOM SPRD,TOPPINGS,FOOD,45
ADD ON CHICKEN,ENTREES,FOOD,44
NACHO PORK,FOOD,FOOD,44
X BRISKET,FOOD,FOOD,43
TRIPL REVITLZR M,BEVERAGES,BEVERAGES,42
ADD ON SHRIMP,ENTREES,FOOD,41
PINK STAR S,BEVERAGES,BEVERAGES,41
WHL CHX PESTO,PIZZA,FOOD,39
WHL PEPPRNI,PIZZA,FOOD,37
EMP ENTRE SLD,EMPLOYEE MEALS,EMPL MEALS,36
TACO CHICKEN,FOOD,FOOD,36
WHL 5 CHEEZ,PIZZA,FOOD,36
BRKFST HAM,BREAKFAST,FOOD,35
GUMBO STEAK,FOOD,FOOD,35
LEAN BALNCE BST,BEVERAGES,BEVERAGES,35
OR/CAROT JUCE 12,BEVERAGES,BEVERAGES,35
WHITE GUMMI S,BEVERAGES,BEVERAGES,35
3 BAGELS,BREAKFAST,FOOD,34
BIG BGL BUNDLE,BREAKFAST,FOOD,34
BRD GARDN VEGG,SANDWICHES,FOOD,33
COFE FR JAVIVA L,BEVERAGES,BEVERAGES,33
STRW ENERGZR M,BEVERAGES,BEVERAGES,33
BRAISED CHIX,ENTREES,FOOD,32
T SLD PORK,FOOD,FOOD,32
KALE OR PWR L,BEVERAGES,BEVERAGES,31
PRO BRY SOY L,BEVERAGES,BEVERAGES,31
TOFU GRL CITRUS,ENTREES,FOOD,31
SPECL PASTA SLD,SALAD,FOOD,30
DLY VIT ZINC BST,BEVERAGES,BEVERAGES,29
ICED ESPRESSO,BEVERAGES,BEVERAGES,28
3 T BRISKET,FOOD,FOOD,27
WHITE GUMMI M,BEVERAGES,BEVERAGES,27
CORNBREAD,BREADS,FOOD,25
QUESAD BRISKET,FOOD,FOOD,25
RED GUMMI M,BEVERAGES,BEVERAGES,25
PINK STAR M,BEVERAGES,BEVERAGES,24
2 T COMBO,FOOD,FOOD,23
ICED CAPP L,BEVERAGES,BEVERAGES,23
EMP CHPS SALSA,EMPLOYEE MEALS,EMPL MEALS,22
GUMBO PORK,FOOD,FOOD,21
SURF N TURF,ENTREES,FOOD,21
TACO GRND SIRL,FOOD,FOOD,21
TRIPL REVITZR 12,BEVERAGES,BEVERAGES,21
CHILI MANGO L,BEVERAGES,BEVERAGES,20
T SLD BRISKET,FOOD,FOOD,20
WHL TOMT/FIG,PIZZA,FOOD,20
WRAP RIO GRNDE,BREAKFAST,FOOD,20
BANANABRY L,BEVERAGES,BEVERAGES,19
CHOC PROTEIN L,BEVERAGES,BEVERAGES,19
KLEAN KANTN FLEX,BEVERAGES,BEVERAGES,19
PRINCE EDWARD,SIDES,FOOD,18
X IND T SHD BEEF,FOOD,FOOD,18
T SLD SHRD BEEF,FOOD,FOOD,17
BANANABRY M,BEVERAGES,BEVERAGES,16
EMP BOWL SOUP,EMPLOYEE MEALS,EMPL MEALS,16
TEPANKI TUNA,ENTREES,FOOD,16
GUMBO GR SIRLN,FOOD,FOOD,15
TACO STEAK,FOOD,FOOD,15
TRIPL REVITLZR L,BEVERAGES,BEVERAGES,15
BANANABRY S,BEVERAGES,BEVERAGES,14
CHOC MOO'D L,BEVERAGES,BEVERAGES,13
R2G SINGLE,BEVERAGES,BEVERAGES,13
3 T COMBO,FOOD,FOOD,12
CARROT S,BEVERAGES,BEVERAGES,12
ADD ON BEEF,ENTREES,FOOD,11
CARROT 12 OZ,BEVERAGES,BEVERAGES,11
NACHO BRISKET,FOOD,FOOD,11
12 & UNDER L,ACADEMIC YEAR,BOARD OPS,10
EMP CAFE SALAD,EMPLOYEE MEALS,EMPL MEALS,10
EMP X MEAT,EMPLOYEE MEALS,EMPL MEALS,10
TEPANKI TOFU,ENTREES,FOOD,10
X IND T CHICKEN,FOOD,FOOD,10
EMP CHPS GUAC,EMPLOYEE MEALS,EMPL MEALS,9
PINK STAR L,BEVERAGES,BEVERAGES,9
SEASNL SPEC. CRP,DESSERTS,FOOD,9
IND BRISKET,FOOD,FOOD,8
RED GUMMI L,BEVERAGES,BEVERAGES,8
SOUR GUMMI M,BEVERAGES,BEVERAGES,8
SPECIAL 4 TP,FOOD,FOOD,8
TACO VEGETARIN,FOOD,FOOD,8
TEPANKI VEGGE,ENTREES,FOOD,8
BALANCE BST,BEVERAGES,BEVERAGES,7
CARROT M,BEVERAGES,BEVERAGES,7
CHOC MOO'D S,BEVERAGES,BEVERAGES,7
FRUITY ROCKS M,BEVERAGES,BEVERAGES,7
GRN TO GO FLEX,RETAIL,RETAIL,7
MADE W CREAM,BEVERAGES,BEVERAGES,7
5 FRUIT FRENZY L,BEVERAGES,BEVERAGES,6
BOWL SPECIAL,ENTREES,FOOD,6
GRN TO GO CASH,RETAIL,RETAIL,6
POM PIK ME UP M,BEVERAGES,BEVERAGES,6
STRW ENERGZR S,BEVERAGES,BEVERAGES,6
ADD GELATO,ICE CREAM,FOOD,5
GNG HAWAIIAN,PIZZA,FOOD,5
KLEAN KANTN CASH,BEVERAGES,BEVERAGES,5
POM PIK ME UP S,BEVERAGES,BEVERAGES,5
SINGLE SFTWHC,BREAKFAST,FOOD,5
STRW ENERGZR L,BEVERAGES,BEVERAGES,5
CHOC MOO'D  M,BEVERAGES,BEVERAGES,4
CRM CHEEZ SIDE,BREAKFAST,FOOD,4
FOUNTN W DISCNT,BEVERAGES,BEVERAGES,4
FRUITY ROCKS L,BEVERAGES,BEVERAGES,4
GUMBO SH BEEF,FOOD,FOOD,4
OR CRAN DATE SCE,SPECIAL EVENTS,FOOD,4
PCH PLEASURE S,BEVERAGES,BEVERAGES,4
WHITE GUMMI L,BEVERAGES,BEVERAGES,4
BERRY COBBLER,DESSERTS,FOOD,3
FOUNTN DISCNT Q,BEVERAGES,BEVERAGES,3
FRUITY ROCKS S,BEVERAGES,BEVERAGES,3
GUMBO BRISKET,FOOD,FOOD,3
LAMB STEW,ENTREES,FOOD,3
PCH PLEASURE M,BEVERAGES,BEVERAGES,3
PUTTANESCA,PASTA,FOOD,3
SOUR GUMMI S,BEVERAGES,BEVERAGES,3
SWT CHILI CHIX,ENTREES,FOOD,3
TACO PORK,FOOD,FOOD,3
X T IND GSIRLOIN,FOOD,FOOD,3
BREW 4 CREW,BREAKFAST,BEVERAGES,2
CARROT O FUSN S,BEVERAGES,BEVERAGES,2
EMPL. BRKFST,EMPLOYEE MEALS,EMPL MEALS,2
FLEX DUMP,MISC,MISC,2
MNGO PEACH BWL T,BEVERAGES,BEVERAGES,2
PCH PLEASURE L,BEVERAGES,BEVERAGES,2
PENYA KOLDA L,BEVERAGES,BEVERAGES,2
RED GUMMI S,BEVERAGES,BEVERAGES,2
TACO BRISKET,FOOD,FOOD,2
1872 RST CHIX,ENTREES,FOOD,1
5 FRUIT FRENZY M,BEVERAGES,BEVERAGES,1
5 FRUIT FRENZY S,BEVERAGES,BEVERAGES,1
ADD SEAFOOD,PASTA,FOOD,1
BERRY BWL O,BEVERAGES,BEVERAGES,1
CARROT L,BEVERAGES,BEVERAGES,1
CHEF SPCL FRTATA,FOOD,FOOD,1
CHIX PEACH BBQ,ENTREES,FOOD,1
CUBAN CTRS CHIX,ENTREES,FOOD,1
GNGRBRD FLAV,BEVERAGES,BEVERAGES,1
GRILL SPECIAL 1,ENTREES,FOOD,1
GRLD CHX SHWRMA,ENTREES,FOOD,1
ORANGE A PEEL M,BEVERAGES,BEVERAGES,1
PENYA KOLDA S,BEVERAGES,BEVERAGES,1
POM PIK ME UP L,BEVERAGES,BEVERAGES,1
REFUND,MISC,MISC,1
SOUR GUMMI L,BEVERAGES,BEVERAGES,1
SOUTHW BEEF SLD,SALAD,FOOD,1
SPECIAL NIGIRI,ENTREES,FOOD,1
STRBRY BLU BN M,BEVERAGES,BEVERAGES,1
STRBRY BLU BN S,BEVERAGES,BEVERAGES,1
SUB BF BRISKET,SANDWICHES,FOOD,1
TEPANKI SALMON,ENTREES,FOOD,1
TP SLD TSCN CHIX,ENTREES,FOOD,1
WRAP ADD ON,ENTREES,FOOD,1
X T IND PORK,FOOD,FOOD,1
X TOPPING TP,TOPPINGS,FOOD,1
REFUND,MISC,MISC,-3
REFUND,MISC,MISC,-16
TOTAL*,,,"1,689,459"
